,미디어타입,제목,장소명,장소설명,영업시간,브레이크타임,휴무일,주소,위도,경도,전화번호,최종작성일,img
303,drama,결혼의 여신,제주국제공항,1회에서 송지혜(남상미)와 김현우(이상우)가 공항에 도착한다.,매일 00시 - 24시,정보없음,연중무휴,제주특별자치도 제주시 공항로 2,33.506548,126.49304,1661-2626,2022-11-25,
304,drama,결혼작사 이혼작곡,경기영어마을 파주캠퍼스,드라마 두 주인공인 송원(이민영)과 서반(문성호)이 이곳에서 결혼식을 올린다,매일 09시 - 22시,정보없음,연중무휴,경기도 파주시 탄현면 얼음실로 40,37.7852355,126.703739,1588-0554,2022-11-25,https://th.bing.com/th/id/OIP.IljrzoLXAJI1GKUTphfGEgHaEy?w=290&h=188&c=7&r=0&o=5&dpr=1.3&pid=1.7
305,drama,결혼작사 이혼작곡,하우스에딘브로우,1화에서 판사현(성훈)과 송원(이민영)이 임신 사실을 알게 된 후 그는이 꽃집 앞에 멈춰서 그녀에게 축하 꽃다발을 사달라고 부탁합니다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강남구 학동로59길 43,37.520323,127.04457,정보없음,2022-11-25,https://th.bing.com/th/id/OIP.eFQOKMbaZIkv16MwKyI0NgAAAA?w=115&h=187&c=7&r=0&o=5&dpr=1.3&pid=1.7
306,drama,경우의 수,헌화로드라이브코스,"최종화 16화에서 절친 김영희(안은진), 신현재(최찬호), 경우연(신예은), 이수(옹성우), 한진주(백수민), 진상혁(표지훈)이 여행 중 이 길을 따라가는 모습을 볼 수 있다.",매일 00시 - 24시,정보없음,연중무휴,강원도 강릉시 강동면 심곡리 헌화로,37.664267,129.05459,033-660-2018,2022-11-25,https://th.bing.com/th/id/OIP.4v7W_30NRjX6FeB-h_OddAHaE8?w=262&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
307,drama,경우의 수,은석교사거리 정류장,8화에서 이수(워너원 옹성우)는 경우연(신예은)을 따라 영화사 미팅을 하지만 계약이 불발되자 슬프고 화가 난 경우연을 위로해주기 위해 이 버스 정류장으로 향한다.,매일 00시 - 24시,정보없음,연중무휴,경기도 파주시 문발동 은석교사거리 정류장,37.706728,126.68646,031-957-1256,2022-11-25,https://th.bing.com/th/id/OIP.pwExYeRa9_zta21HC5XH4wHaHM?w=172&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
308,drama,경우의 수,경기영어마을 파주캠퍼스,14회에서 이수(옹성우)는 미국을 통한 포토여행 중 밤에 이곳(미국의 도시인 듯)에서 정우연(신예은)에게 전화를 건다.,매일 09시 - 22시,정보없음,연중무휴,경기도 파주시 탄현면 얼음실로 40,37.7852355,126.703739,1588-0554,2022-11-25,
309,drama,경우의 수,파머스테이블,9화에서 한진주(백수민)와 그녀의 단골 타이거슈가 직원(강윤제)이 데이트를 위해 이 식당을 찾았다.,"화-목, 주말 11시 30분 - 21시, 금 13시 30분 - 21시","화-목 15시 - 17시, 주말 15시 30분 - 16시 30분",월요일,경기도 파주시 탄현면 헤이리마을길 59-77,37.7902235,126.695397,031-948-6225,2022-11-25,https://th.bing.com/th/id/OIP.MOb-sgwwRO-VmmWSBXjxTAHaE8?w=291&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
310,drama,경우의 수,화이트블럭,이수(옹성우)가 8회에서 이 갤러리에 전시하는 어머니 최원정(김희정)을 찾아간다.,"카페 평일 10시 30분 - 19시, 주말 10시 30분 - 21시, 전시 평일 11시 - 18시, 주말 11시 - 18시 30분",정보없음,연중무휴,경기도 파주시 탄현면 헤이리마을길 72,37.7889189,126.699592,031-992-4400,2022-11-25,https://th.bing.com/th/id/OIP.8RvllvO2Bs0uxKq6SIqIEgHaLG?w=115&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
311,drama,경우의 수,청려수련원,"1회에서는 고교 시절 자원봉사를 위해 고교 동창들과 함께 이곳을 찾은 경우연(신예은)과 이수(옹성우, 전 워너원)",매일 09시 - 18시,정보없음,운영일정에 따라 휴무일 변경,경기도 화성시 풀무골로110번길 69,37.20499,127.145909,031-375-5785,2022-11-25,https://th.bing.com/th/id/OIP.qMs81dpmTxfnP-Li8XygRQHaE8?w=303&h=202&c=7&r=0&o=5&dpr=1.3&pid=1.7
312,drama,경우의 수,울프강 스테이크 하우스,5화에서 경우연(신예은)과 온준수(ZE:A 김동준)가 이 식당에서 저녁을 먹었다.,매일 11시 - 22시,정보없음,연중무휴,서울특별시 강남구 선릉로152길 21,37.5244835,127.041441,02-556-8700,2022-11-25,https://th.bing.com/th/id/OIP.ddCjlMSFF3GyQZaVQw6xggAAAA?w=124&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
313,drama,경우의 수,퀸즈파크 청담점,온준수(김동준) 대표는 경우연(신예은)은 4회에서 저녁 데이트를 위해 이 식당을 찾았다.,"월-수 11시 - 21시, 목-금 11시 - 22시, 토 10시 - 22시, 일 10시 - 21시",정보없음,연중무휴,서울특별시 강남구 압구정로60길 22,37.52592,127.04159,02-542-4073,2022-11-25,https://th.bing.com/th/id/OIP.byekrRHDc9htB95DRfsyfAHaHa?w=209&h=209&c=7&r=0&o=5&dpr=1.3&pid=1.7
314,drama,경우의 수,방화대교,8회 밤 이 다리에서 이수(워너원 옹성우)가 다리로 나온다. 자신이 찍은 경우연(신예은)의 지갑에 넣고 다니는 것 외의 사진을 불태운다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강서구 방화동 방화대교,37.588281,126.82685,02-2600-6114,2022-11-25,https://th.bing.com/th/id/OIP.gV3MvUnIE5l9Jk268n-x2QHaE8?w=272&h=181&c=7&r=0&o=5&dpr=1.3&pid=1.7
315,drama,경우의 수,C156,10회 진상혁(표지훈)의 타이거슈가 직원(강윤제)과의 데이트로 이곳에 온다. 화장실에 있는 동안 상혁은 진주의 남자친구가 다른 여자와 통화하는 것을 우연히 듣고 그가 금을 캐는 사람이라는 것을 이해하고 진주와 헤어지자고 요구한다.,매일 12시 - 22시,15시 - 17시,명절(당일),서울특별시 광진구 동일로 156,37.546081,127.06649,0507-1311-0060,2022-11-25,https://th.bing.com/th/id/OIP.6pTF9XFH2_NI3tpvCm1NQQHaDa?w=298&h=161&c=7&r=0&o=5&dpr=1.3&pid=1.7
316,drama,경우의 수,동교로46길,경우연(신예은)과 이수(워너원 옹성우)는 연남동을 탐험하며 이 거리를 걷는다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 동교로46길,37.562063,126.92624,02-3153-8114,2022-11-25,https://th.bing.com/th/id/OIP.jKA5dWHJaBzQ5CFZNQPCcAHaE8?w=260&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
317,drama,경우의 수,가온문화공원,크리스마스 이브 저녁 외출 중인 정우연(신예은)과 이수(옹성우)는 1화에서 이 공원을 건너며 다음날 미국으로 유학을 떠난다고 말한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 상암동 1594,37.58181,126.88765,02-3153-8114,2022-11-25,https://th.bing.com/th/id/OIP.UlKNTAHyt54g6-1IRZoYDwHaHa?w=161&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
318,drama,경우의 수,성미산로26길,3회에서 이수(워너원 옹성우)가 술에 취한 경우연(신예은)을 집으로 데려가면서 이 거리를 걸었다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 성미산로26길 35,37.562369,126.92334,02-3153-8114,2022-11-25,https://th.bing.com/th/id/OIP.XU1-cvt0J0jiqwlr1IDW8wHaGS?w=199&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
319,drama,경우의 수,성미산로29길,3화에서 술에 취한 경호연(신예은)이 회식 후 이 길을 따라 집으로 걸어간다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 성미산로29길 3,37.564235,126.92285,02-3153-8114,2022-11-25,https://th.bing.com/th/id/OIP.XU1-cvt0J0jiqwlr1IDW8wHaGS?w=200&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
320,drama,경우의 수,엘리카메라,경우연(신예은)과 이수(워너원 옹성우)는 이 '가게'와 브런치 카페를 지나 이 거리를 걷는다.,주말 15시 - 19시,정보없음,평일,서울특별시 마포구 성미산로29길 30-3 102호,37.565476,126.92217,02-336-0403,2022-11-25,https://th.bing.com/th/id/OIP.X_5UxCPzE72t3NTVXvAJJQHaHa?w=178&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
321,drama,경우의 수,홍대입구역,경우연(신예은)과 이수(워너원 옹성우)는 연남동 구경한다. ,매일 05시 - (익일) 01시,정보없음,연중무휴,서울특별시 마포구 양화로 160 홍대입구역,37.556815,126.92373,02-3153-8114,2022-11-25,https://th.bing.com/th/id/OIP.zsWVjYi4xVpLDEVWbEzMkQHaE8?w=260&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
322,drama,경우의 수,어울마당로,4화에서 이수(워너원 옹성우)와 경우연(신예은)이 은유출판사의 커먼북 프로젝트를 위해 이 거리에서 첫 동네 탐방을 마무리한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 어울마당로,37.55003,126.92113,02-3153-8114,2022-11-25,https://th.bing.com/th/id/OIP.aF_MzaAepUbA3fXTo0uDJgHaLH?w=123&h=185&c=7&r=0&o=5&dpr=1.3&pid=1.7
323,drama,경우의 수,야식포차,1회에서 신현재(최찬호)와 김영희(안은진)가 이 식당에서 심야 회식을 했다.,"평일,토 12시 - 10시, 일 16시 - 22시",정보없음,연중무휴,서울특별시 서대문구 성산로 337,37.565931,126.92784,02-325-4452,2022-11-25,https://th.bing.com/th/id/OIP.ZDFaeedwKdF1oy1AAqdCZAHaFj?w=243&h=182&c=7&r=0&o=5&dpr=1.3&pid=1.7
324,drama,경우의 수,디토,9회에서 온준수(김동준)가 이 식당으로 경우연(신예은)을 저녁 데이트에 데려온다.,"화-금 15시 - 22시, 주말 12시 - 21시",주말만 15시 - 17시,월요일,서울특별시 서초구 명달로 94,37.48568,127.0043,02-3471-7021,2022-11-25,https://th.bing.com/th/id/OIP.aiUgXAmdtbH1n_6Fh85_HwHaLH?w=115&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
325,drama,경우의 수,카페 할아버지공장,7화에서 경우연(신예은)과 온준수(ZE:A 김동준)가 이 카페에 온다. 여기에서 그녀는 영화의 서예 작업에 합격했다고 그에게 말합니다.,매일 11시 - 22시,정보없음,연중무휴,서울특별시 성동구 성수이로7가길 9,37.541101,127.05482,0507-1317-2301,2022-11-25,https://th.bing.com/th/id/OIP.jFyWiTN_kA09UgYFe_AocwHaJ4?w=160&h=214&c=7&r=0&o=5&dpr=1.3&pid=1.7
326,drama,경우의 수,성수역,7회에서 경우연(신예은)과 온준수(ZE:A 김동준)는 이 역 3번 출구 근처 성수동 카페거리를 걸어간다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 성동구 아차산로 100,37.544575,127.05598,02-6110-2111,2022-11-25,https://th.bing.com/th/id/OIP.2xtSwMF52y-ZRymRdTG4gQHaEK?w=287&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
327,drama,경우의 수,성수동카페거리,"경우연(신예은)과 온준수(ZE:A 김동준)는 7화에서 신화인쇄사 옆을 지나가고 있다. 이 때, 준수도 바이산이 있는 건물을 사진에 담는다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 성동구 아차산로 92-1,37.542965,127.05659,02-2286-5114,2022-11-25,
328,drama,경우의 수,어니언 성수,7화에서 경우연(신예은)과 이수(워너원 옹성우)는 이 루프탑 카페에 온다.,"평일 08시 - 22시, 주말 10시 - 22시",정보없음,연중무휴,서울특별시 성동구 아차산로9길 8,37.544699,127.058206,0507-1386-3238,2022-11-25,https://th.bing.com/th/id/OIP.MMO_20knrunR2jVG9H4XrQHaE7?w=263&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
329,drama,경우의 수,문래역,7회에서 경우연(신예은)과 이수(워너원 옹성우)가 역 1번 출구에서 만난다.,매일 05시 - (익일) 01시,정보없음,연중무휴,서울특별시 영등포구 당산로 28,37.517957,126.89475,02-6110-2351,2022-11-25,
330,drama,경우의 수,도림로,"데이트 중에 경호연(신예은)과 온준수(김동준)가 이 식당을 지나간다. 에피소드 후반, 우연은 서울 이야기에서 다룬 일곱 번째 동네인 문래동을 탐험하던 이수(옹성우)와 함께 이곳으로 돌아와 소나기가 내리는 동안 이 식당 맞은편에 은신처를 찾는다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 도림로 436-11,37.514911,126.89485,02-2670-3114,2022-11-25,https://th.bing.com/th/id/OIP.9H9pcfHZbguW17HeWB3XTgHaDo?w=343&h=171&c=7&r=0&o=5&dpr=1.3&pid=1.7
331,drama,경우의 수,여의도공원,마지막 16회에서 경우연(신예은)과 이수(워너원 옹성우)가 데이트를 위해 이 공원을 찾았다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의공원로 68,37.5281241,126.925754,02-761-4079,2022-11-25,https://th.bing.com/th/id/OIP.UzqlkrBZg-fbhQpRyJHuqAHaE8?w=288&h=192&c=7&r=0&o=5&dpr=1.3&pid=1.7
332,drama,경우의 수,서강대교,8화에서 정우연(신예은 분)과 온준수(김동준 분)가 자신의 차를 타고 이 다리를 두 번이나 건넌다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 서강대교,37.536911,126.92495,02-120,2022-11-25,https://th.bing.com/th/id/OIP.uZLn0gWGbizlU_RJY26_CwHaE7?w=256&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
333,drama,경우의 수,한강 공원 여의도 지구,"15화에서 절친 경우연(신예은), 김영희(안은진), 한진주(백수민)가 밤이 되면 이 공원 멀티플라자에서 시간을 보낸다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의동로 290,37.5290674,126.936218,02-3780-0561,2022-11-25,https://th.bing.com/th/id/OIP.Jh7tD79GXNDCT0I0p6XuKAHaEy?w=268&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
334,drama,경우의 수,해방촌 신흥시장,경우연(신예은)과 이수(워너원 옹성우)는 후암동 탐방 중 노가리팩토리 등의 가게들을 지나며 이 시장을 걷게 된다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 신흥로 95-9,37.545443,126.98494,0507-1308-7389,2022-11-25,https://th.bing.com/th/id/OIP.n91x4R7gvsxu1r7g3udjngHaE8?w=265&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
335,drama,경우의 수,오리올,"5화에서 경우연(신예은)과 이수(옹성우)가 후암동 탐방을 마친 후, 그들의 책 '서울의 이야기'에서 세 번째로 다룬 동네다.","평일 14시 30분 - 22시 30분, 주말 12시 - 22시 30분",정보없음,연중무휴,서울특별시 용산구 신흥로20길 43,37.547369,126.98406,02-6406-5252,2022-11-25,https://th.bing.com/th/id/OIP.DSpmmiKy2qyBPhxow2t1AgHaE8?w=302&h=201&c=7&r=0&o=5&dpr=1.3&pid=1.7
336,drama,경우의 수,연서로50길,16회 최종회에서 경우연(신예은 분)과 이수(워너원 옹성우 분)가 이 거리를 따라 다투는 모습이 그려졌다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 은평구 연서로50길 7-12,37.641383,126.93903,02-351-6114,2022-11-25,https://th.bing.com/th/id/OIP.NnceE0aSMQMRXod4wGda9wHaDt?w=315&h=175&c=7&r=0&o=5&dpr=1.3&pid=1.7
337,drama,경우의 수,청수당,15회에서 경우연(신예은)과 이수(옹성우)가 결별한다.,매일 11시 30분 - 22시,정보없음,연중무휴,서울특별시 종로구 돈화문로11나길 31-9,37.573859,126.98978,0507-1318-8215,2022-11-25,https://th.bing.com/th/id/OIP.MbwuK_LWcLi0S5qGR5M2_wHaLH?w=123&h=184&c=7&r=0&o=5&dpr=1.3&pid=1.7
338,drama,경우의 수,북촌로11길,경우연(신예은)과 이수(워너원 옹성우)가  6화에서 자신들의 책 '서울이야기'에 수록된 다섯 번째 동네인 북촌을 탐험하는 동안 이 거리에서 사진을 찍고 있다. 이수가 우연의 사진을 찍는 곳도 이곳이다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 북촌로11길 52,37.582967,126.98348,02-2148-1114,2022-11-25,https://th.bing.com/th/id/OIP.qNEJfKBRf-pht-tu9lwxOAHaEK?w=313&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
339,drama,경우의 수,까페골목숲,경우연(신예은)과 이수(워너원 옹성우)는 이 카페를 찾는다,"월,수-금 12시 30분 - 21시, 주말 13시 - 21시",정보없음,화요일,서울특별시 종로구 삼청로 86-3,37.583222,126.98206,0507-1308-1664,2022-11-25,https://th.bing.com/th/id/OIP.K9oKzz5Pdq3xpyUwU3WuGAAAAA?w=197&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
340,drama,경우의 수,옥인오락실,6회에서 경우연(신예은)과 이수(워너원의 옹성우)는 책 서울의 이야기에서 다룬 네 번째 동네인 청운효자를 탐험하는 동안 이 아케이드에서 철권을 즐깁니다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 옥인길 28,37.58094,126.9672,0507-1402-4788,2022-11-25,
341,drama,경우의 수,안국동 윤보선가,6회에서 경우연(신예은)과 이수(워너원 옹성우)는 책에서 다뤘던 다섯 번째 동네인 북촌을 탐방하던 중 숙소 외벽 벤치에 잠시 앉아 있다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 윤보선길 62,37.57853,126.9834,02-2148-1114,2022-11-25,https://th.bing.com/th/id/OIP.qjU67ag_QyX3gbDla98xeQAAAA?w=243&h=182&c=7&r=0&o=5&dpr=1.3&pid=1.7
342,drama,경우의 수,이상의 집,6회에서 경우연(신예은)과 이수(워너원 옹성우)는 청운효자를 찾아 이 집을 방문한다.,화-토 10시 - 17시,12시 - 13시,"월요일, 일요일, 공휴일",서울특별시 종로구 자하문로7길 18,37.578602,126.970851,070-8837-8374,2022-11-25,https://th.bing.com/th/id/OIP.AjuwJ4cBnHqLL_vEz5sUlQHaHa?w=170&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
343,drama,경우의 수,모스버거 명동중앙점,김영희(안은진)는 이 패스트푸드점 아르바이트를 하는 모습을 보여준다. 남자친구 신현재(최찬호)는 퇴근 후 그녀를 방문한다.,매일 08시 - 22시,정보없음,연중무휴,서울특별시 중구 명동9길 37,37.565389,126.984073,02-779-7416,2022-11-25,https://th.bing.com/th/id/OIP.StvZ0uDo-KXlWsd2HTNv_QHaFj?w=261&h=196&c=7&r=0&o=5&dpr=1.3&pid=1.7
344,drama,경우의 수,서울파이낸스센터,김영희(안은진)와 신현재(최찬호)는 10회에서 이 식당에서 그의 생일을 축하한다.,평일 09시 - 18시,정보없음,주말,서울특별시 중구 세종대로 136,37.5684113,126.977714,02-3783-0112,2022-11-25,https://th.bing.com/th/id/OIP.UN5GKtCt-4401sSZjxtycQHaLZ?w=123&h=189&c=7&r=0&o=5&dpr=1.3&pid=1.7
345,drama,경우의 수,남산 케이블카,이곳에서 정우연(신예은)과 이수(옹성우)가 만남을 갖고 주차장에 막 도착하려 할 때 이수는 교통사고를 당한다.,매일 10시 - 23시,정보없음,연중무휴,서울특별시 중구 소파로 83,37.556593,126.98404,02-753-2403,2022-11-25,https://th.bing.com/th/id/OIP.AKKvPM38CAC0jMi97EYpzQHaE8?w=270&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
346,drama,경우의 수,카페 4F,5화에서 경우연(신예은)과 이수(워너원 옹성우)는 이 카페를 찾는다.,매일 11시 - 22시,정보없음,연중무휴,서울특별시 중구 을지로35길 26-1,37.567855,127.00134,02-2276-1092,2022-11-25,https://th.bing.com/th/id/OIP.0imhNwuaLMh_dVeZng-8VQHaE7?w=270&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
347,drama,경우의 수,용마랜드,8회에서 경우연(신예은)과 이수(워너원 옹성우)가 책 <서울의 이야기>를 위해 서울을 탐방하던 마지막 장소다.,매일 10시 - 18시,정보없음,연중무휴,서울특별시 중랑구 망우로70길 118,37.594468,127.105556,02-436-5800,2022-11-25,https://th.bing.com/th/id/OIP.xR9dGZzDX_X5jACq2nAsWQHaE8?w=266&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
348,drama,경우의 수,해든뮤지움,"이수(옹성우)는 이 자리에서 최종회 16회에 전시회를 열고,  경우연(신예은)이 드디어 재회한다.",화-일 10시 - 18시,정보없음,화요일,인천광역시 강화군 길상면 장흥로101번길 44,37.61204,126.5089,032-937-6911,2022-11-25,https://th.bing.com/th/id/OIP.0sTd8WCI-gDV9t8_BtuizwHaF5?w=217&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
349,drama,경우의 수,오크우드프리미어 인천,10회에서 이수(워너원 옹성우)가 부모님과 함께 이 식당에서 저녁을 먹었다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,인천광역시 연수구 컨벤시아대로 165,37.389269,126.64424,032-726-2000,2022-11-25,
350,drama,경우의 수,경원재 앰배서더 인천,"9~10화에서 이수(워너원 옹성우)와 정우연(신예은)의 서예와 서울 화보집이 완성된 후, 온준수(제아 김동준)는 10화에서 이 식당에 두 작가를 포함한 스태프들을 초대한다.","매일 입실 15시, 퇴실 11시",정보없음,연중무휴,인천광역시 연수구 테크노파크로 200,37.391611,126.63723,032-729-1101,2022-11-25,
351,drama,경우의 수,인천국제공항,1화에서 이수(워너원 출신 옹성우)가 미국행 비행기에 오르기 직전 경우연(신예은)이 이수 공항에서 마중을 나온다.,매일 00시 - 24시,정보없음,연중무휴,인천광역시 중구 공항로 272,37.44919,126.4514,1577-2600,2022-11-25,
352,drama,경우의 수,달책빵,제주도에 있는 동안 이수(워너원 옹성우)는 이 서점 카페에서 만난다.,월-토 11시 - 18시 30분,정보없음,일요일,제주특별자치도 제주시 구좌읍 대수길 10-12,33.536409,126.83943,0507-1305-4847,2022-11-25,https://th.bing.com/th/id/OIP.mpQBh0Z-82lSG1R2eug0mgHaJ4?w=152&h=202&c=7&r=0&o=5&dpr=1.3&pid=1.7
353,drama,경우의 수,임진고택,경우연(신예은)은 2회에서 이 호스텔에서 2주간 알바를 하고 있다. 이곳은 이수(워너원 옹성우)가 제주도에서 화보 촬영 중 머물던 곳이기도 하다. 주인은 이수의 오랜 친구이자 오랜 친구다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,제주특별자치도 제주시 구좌읍 상도로 16-13,33.513302,126.8635,0507-1333-7985,2022-11-25,https://th.bing.com/th/id/OIP.wvwv0_WaemkFUIpx6tMz5AHaFk?w=226&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
354,drama,경우의 수,소심한책방,이수(워너원 옹성우)와 동행한 경우연(신예은)은 2회에서 자신의 서예 엽서 전시 및 판매에 대해 서점에 문의한다.,매일 10시 - 18시,정보없음,연중무휴,제주특별자치도 제주시 구좌읍 종달동길 29-6,33.491445,126.90309,070-8147-0848,2022-11-25,https://th.bing.com/th/id/OIP.J5IvufXIZH0RGTDzI3fRRAHaFh?w=220&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
355,drama,경우의 수,용눈이오름,2회에서 3년 후 경우연(신예은)과 이수(워너원 옹성우)는 제주도를 탐험하던 중 우연히 이 언덕에서 만난다.,매일 00시 - 24시,정보없음,연중무휴,제주특별자치도 제주시 구좌읍 종달리 산 38,33.458681,126.83005,064-120,2022-11-25,https://th.bing.com/th/id/OIP.L_KR7AgsooS7fr9whP-WhgHaE8?w=292&h=195&c=7&r=0&o=5&dpr=1.3&pid=1.7
356,drama,경우의 수,술의 식물원,2회에서는 이수(워너원 옹성우)가 제주도 여행 중 발목을 삐끗한 경우연(신예은)을 업은 장소로 등장한다.,목-화 12시 - 21시 ,정보없음,"수요일, 목요일, 11/16(수)-12/2(금)휴업",제주특별자치도 제주시 구좌읍 중산간동로 2253,33.471779,126.78376,070-8900-2254,2022-11-25,https://th.bing.com/th/id/OIP.NDqR1qu2hi7Jvy0PhzKD3wHaE8?w=279&h=186&c=7&r=0&o=5&dpr=1.3&pid=1.7
357,drama,경우의 수,책방소리소문,"경우연(신예은)은 2회에서 자신의 서예 엽서 전시 판매에 대해 서점에 문의하고, 예의없는 주인이 이를 알아차린다. 그녀는 떠나면서 온준수(ZE:A의 김동준)와 마주친다. 우연은 자신의 엽서 중 하나가 바닥에 떨어져 상점 주인이 밟고 있는 것을 보고 상점에 다시 들어가 엽서를 가지고 간다.",목-월 11시 - 18시 ,정보없음,"화요일, 수요일",제주특별자치도 제주시 한경면 저지동길 8-31,33.358009,126.27169,0507-1320-7461,2022-11-25,https://th.bing.com/th/id/OIP.hotjxQ8FZhjzNqUQW_p7oAHaHa?w=190&h=190&c=7&r=0&o=5&dpr=1.3&pid=1.7
358,drama,경우의 수,서쪽가게,2회에서 이수(옹성우)와 경우연(신예은)이 가게를 찾았다. 그녀와 함께 다른 서점에 가서 그녀의 캘리그라피 엽서를 전시할 수 있도록 두고간다.,매일 11시 - 19시,정보없음,연중무휴,제주특별자치도 제주시 한림읍 한림로 372-7,33.393359,126.24059,064-796-8178,2022-11-25,https://th.bing.com/th/id/OIP.LymPaUnMn5gQdB9239DaYwHaE8?w=260&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
359,drama,경우의 수 ,다산교앞 정류장,경우연(신예은)은 친구 이상의 사건 14회에서 이수(워너원)와 이별한 뒤 이 버스로 가는 길에 멍하니 앉아 버스를 기다린다. 그녀의 눈에 띄지 않는 온준수(김동준) 그녀를 따라 이곳으로 온 거예요,매일 00시 - 24시,정보없음,연중무휴,경기도 파주시 광인사길 68 다산교앞 정류장,37.710554,126.68633,031-940-4114,2022-11-25,https://th.bing.com/th/id/OIP.nIDFtZs86pYZ5ATC2e9EGgAAAA?w=244&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
360,drama,경우의 수 ,덕수궁 돌담길,"1회에서 열애 100일째 되는 날, 경우연(신예은)은 이곳에서 남자친구와 헤어져 전 남자친구를 12명으로 늘린다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 세종대로 99,37.565924,126.97501,02-751-0734,2022-11-25,
361,drama,경이로운 소문,쉴낙원 김포장례식장,1회에서 고(故) 장철정(성지루 분)의 장례에 최장물(안석환 분) 대표가 조문하는 곳으로 나온다.,매일 00시 - 24시,정보없음,연중무휴,경기도 김포시 승가로58번길 7,37.607202,126.71541,031-449-1009,2022-11-25,https://th.bing.com/th/id/OIP.IifsHS5zyiFYSn6-X3h8dQHaE2?w=253&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
362,drama,경이로운 소문,동화컬처빌리지,4회에서 신명희 시장(최광일)이 언론에 정진시의 향후 발전 방향을 언론에 알리는 곳입니다.,평일 08시 - 17시,정보없음,주말,경기도 남양주시 화도읍 북한강로 1708-38,37.659675,127.37391,0507-1373-4609,2022-11-25,https://th.bing.com/th/id/OIP.yyZUsWB-drfKNmSrU7Z7YgAAAA?w=206&h=156&c=7&r=0&o=5&dpr=1.3&pid=1.7
363,drama,경이로운 소문,로케이션 이음 (구 로얄퀘스트),드라마 안에서 등장하는 악마에게 살해를 당하는 전기환 전 태신그룹 회장(이도경)의 사무실로 4-6회에서 자주 등장한다.,매일 00시 - 24시 (예약 필수),정보없음,연중무휴,경기도 파주시 탄현면 새오리로286번길 48-70,37.713531,126.74641,031-944-3249,2022-11-25,https://th.bing.com/th/id/OIP.zzahasdX9o5dGX27cJ4SlgHaEK?w=266&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
